"","address_from","address_to","departure_time"
"1","41.7280697384747+-87.5963650537819","8751 S Greenwood Ave, Ste 106 Chicago, IL 60619",1531753802
"2","41.7280697384747+-87.5963650537819","111 N Wabash Ave, Ste 1514 Chicago, IL 60602",1531753802
"3","41.7280697384747+-87.5963650537819","111 N. Wabash Avenue Ste 1710 Chicago, IL 60602",1531753802
"4","41.7280697384747+-87.5963650537819","7200 S Ingleside Ave Chicago, IL 60619",1531753802
"5","41.7280697384747+-87.5963650537819","500 E 51st St Rm 7067 Chicago, IL 60615",1531753802
"6","41.7280697384747+-87.5963650537819","5401 S Wentworth Ave Chicago, IL 60609",1531753802
"7","41.7280697384747+-87.5963650537819","641 W 63rd St Lower Level Chicago, IL 60621",1531753802
"8","41.7280697384747+-87.5963650537819","654 E 47th St Chicago, IL 60653",1531753802
"9","41.7280697384747+-87.5963650537819","4259 S Berkley Ave Chicago, IL 60653",1531753802
"10","41.7280697384747+-87.5963650537819","6059 S Ashland Chicago, IL 60636",1531753802
"11","41.7280697384747+-87.5963650537819","8300 S Brandon Ave Chicago, IL 60617",1531753802
"12","41.7280697384747+-87.5963650537819","8234 S Ashland Ave Chicago, IL 60620",1531753802
"13","41.7280697384747+-87.5963650537819","2525 S Michigan Family Health Center Chicago, IL 60616",1531753802
"14","41.7280697384747+-87.5963650537819","9718 S Halsted St Chicago, IL 60628",1531753802
"15","41.7280697384747+-87.5963650537819","2517 S Archer Ave Chicago, IL 60608",1531753802
"16","41.7280697384747+-87.5963650537819","3450 S Archer Ave Chicago, IL 60608",1531753802
"17","41.7280697384747+-87.5963650537819","1817 S Loomis St Chicago, IL 60608",1531753802
"18","41.7280697384747+-87.5963650537819","2533 W Cermak Rd Chicago, IL 60608",1531753802
"19","41.7280697384747+-87.5963650537819","200 E 115th St Chicago, IL 60628",1531753802
"20","41.7280697384747+-87.5963650537819","11250 S Halsted Chicago, IL 60628",1531753802
"21","41.7280697384747+-87.5963650537819","845 W Wilson Ave., Chicago, IL",1531753802
"22","41.7280697384747+-87.5963650537819","200 E. 115th St. Chicago, IL ",1531753802
"23","41.7280697384747+-87.5963650537819","4909 W. Division, Suite 411 Chicago, IL ",1531753802
"24","41.7280697384747+-87.5963650537819","2849 N. Clark, 1st Fl Chicago, IL ",1531753802
"25","41.7280697384747+-87.5963650537819","29 E Madison St #1640, Chicago, IL 60602",1531753802
"26","41.7280697384747+-87.5963650537819","641 W 63rd St, Chicago, IL 60637",1531753802
"27","41.7280697384747+-87.5963650537819","18 S. Michigan Avenue, Chicago, IL 60603",1531753802
"28","41.7280697384747+-87.5963650537819","400 W 76th St Ste 100 Chicago, IL 60620",1531753802
"29","41.7280697384747+-87.5963650537819","1642 W 59th St 2nd Fl Chicago, IL 60636",1531753802
"30","41.7280697384747+-87.5963650537819","2525 E 83rd St Chicago, IL 60617",1531753802
"31","41.7280697384747+-87.5963650537819","8550 S Manistee Ave Chicago, IL 60617",1531753802
"32","41.7280697384747+-87.5963650537819","2320 E 93rd St Chicago, IL 60617",1531753802
"33","41.7280697384747+-87.5963650537819","8910 S Commercial Chicago, IL 60614",1531753802
"34","41.7280697384747+-87.5963650537819","2525 S Michigan Family Health Center Chicago, IL 60616",1531753802
"35","41.7280697384747+-87.5963650537819","9718 S Halsted St Chicago, IL 60628",1531753802
"36","41.7280697384747+-87.5963650537819","251 E Huron Arkes Pavilion 9th Fl Ste 940 Chicago, IL 60611",1531753802
"37","41.7280697384747+-87.5963650537819","150 E Huron St Ste 825 Chicago, IL 60611",1531753802
"38","41.7280697384747+-87.5963650537819","1200 N LaSalle St Chicago, IL 60610",1531753802
"39","41.7280697384747+-87.5963650537819","1276 N Clybourn Ave Chicago, IL 60610",1531753802
"40","41.7280697384747+-87.5963650537819","233 E Erie St Ste 602 Chicago, IL 60611",1531753802
"41","41.7280697384747+-87.5963650537819","328 S Jefferson St Ste 770 Chicago, IL 60661",1531753802
"42","41.7280697384747+-87.5963650537819","22 N Sagamon Chicago, IL 60607",1531753802
"43","41.7280697384747+-87.5963650537819","1460 N Halsted Stste 201 Chicago, IL 60642",1531753802
"44","41.7280697384747+-87.5963650537819","2517 S Archer Ave Chicago, IL 60608",1531753802
"45","41.7280697384747+-87.5963650537819","1701 W Superior St 2nd Fl Chicago, IL 60622",1531753802
"46","41.7280697384747+-87.5963650537819","2020 W Harrison St Chicago, IL 60612",1531753802
"47","41.7280697384747+-87.5963650537819","1152 N Milwaukee Ave Chicago, IL 60642",1531753802
"48","41.7280697384747+-87.5963650537819","2409 W Warren Blvd Chicago, IL 60612",1531753802
"49","41.7280697384747+-87.5963650537819","1925 N Clybourn Ste 401 Chicago, IL 60614",1531753802
"50","41.7280697384747+-87.5963650537819","2020 N Clybourn Ave Chicago, IL 60614",1531753802
"51","41.7280697384747+-87.5963650537819","1350 W 103rd St Chicago, IL 60643",1531753802
"52","41.6600735833141+-87.6027606644691","8751 S Greenwood Ave, Ste 106 Chicago, IL 60619",1531753802
"53","41.6600735833141+-87.6027606644691","111 N Wabash Ave, Ste 1514 Chicago, IL 60602",1531753802
"54","41.6600735833141+-87.6027606644691","111 N. Wabash Avenue Ste 1710 Chicago, IL 60602",1531753802
"55","41.6600735833141+-87.6027606644691","7200 S Ingleside Ave Chicago, IL 60619",1531753802
"56","41.6600735833141+-87.6027606644691","500 E 51st St Rm 7067 Chicago, IL 60615",1531753802
"57","41.6600735833141+-87.6027606644691","5401 S Wentworth Ave Chicago, IL 60609",1531753802
"58","41.6600735833141+-87.6027606644691","641 W 63rd St Lower Level Chicago, IL 60621",1531753802
"59","41.6600735833141+-87.6027606644691","654 E 47th St Chicago, IL 60653",1531753802
"60","41.6600735833141+-87.6027606644691","4259 S Berkley Ave Chicago, IL 60653",1531753802
"61","41.6600735833141+-87.6027606644691","6059 S Ashland Chicago, IL 60636",1531753802
"62","41.6600735833141+-87.6027606644691","8300 S Brandon Ave Chicago, IL 60617",1531753802
"63","41.6600735833141+-87.6027606644691","8234 S Ashland Ave Chicago, IL 60620",1531753802
"64","41.6600735833141+-87.6027606644691","2525 S Michigan Family Health Center Chicago, IL 60616",1531753802
"65","41.6600735833141+-87.6027606644691","9718 S Halsted St Chicago, IL 60628",1531753802
"66","41.6600735833141+-87.6027606644691","2517 S Archer Ave Chicago, IL 60608",1531753802
"67","41.6600735833141+-87.6027606644691","3450 S Archer Ave Chicago, IL 60608",1531753802
"68","41.6600735833141+-87.6027606644691","1817 S Loomis St Chicago, IL 60608",1531753802
"69","41.6600735833141+-87.6027606644691","2533 W Cermak Rd Chicago, IL 60608",1531753802
"70","41.6600735833141+-87.6027606644691","200 E 115th St Chicago, IL 60628",1531753802
"71","41.6600735833141+-87.6027606644691","11250 S Halsted Chicago, IL 60628",1531753802
"72","41.6600735833141+-87.6027606644691","845 W Wilson Ave., Chicago, IL",1531753802
"73","41.6600735833141+-87.6027606644691","200 E. 115th St. Chicago, IL ",1531753802
"74","41.6600735833141+-87.6027606644691","4909 W. Division, Suite 411 Chicago, IL ",1531753802
"75","41.6600735833141+-87.6027606644691","2849 N. Clark, 1st Fl Chicago, IL ",1531753802
"76","41.6600735833141+-87.6027606644691","29 E Madison St #1640, Chicago, IL 60602",1531753802
"77","41.6600735833141+-87.6027606644691","641 W 63rd St, Chicago, IL 60637",1531753802
"78","41.6600735833141+-87.6027606644691","18 S. Michigan Avenue, Chicago, IL 60603",1531753802
"79","41.6600735833141+-87.6027606644691","400 W 76th St Ste 100 Chicago, IL 60620",1531753802
"80","41.6600735833141+-87.6027606644691","1642 W 59th St 2nd Fl Chicago, IL 60636",1531753802
"81","41.6600735833141+-87.6027606644691","2525 E 83rd St Chicago, IL 60617",1531753802
"82","41.6600735833141+-87.6027606644691","8550 S Manistee Ave Chicago, IL 60617",1531753802
"83","41.6600735833141+-87.6027606644691","2320 E 93rd St Chicago, IL 60617",1531753802
"84","41.6600735833141+-87.6027606644691","8910 S Commercial Chicago, IL 60614",1531753802
"85","41.6600735833141+-87.6027606644691","2525 S Michigan Family Health Center Chicago, IL 60616",1531753802
"86","41.6600735833141+-87.6027606644691","9718 S Halsted St Chicago, IL 60628",1531753802
"87","41.6600735833141+-87.6027606644691","251 E Huron Arkes Pavilion 9th Fl Ste 940 Chicago, IL 60611",1531753802
"88","41.6600735833141+-87.6027606644691","150 E Huron St Ste 825 Chicago, IL 60611",1531753802
"89","41.6600735833141+-87.6027606644691","1200 N LaSalle St Chicago, IL 60610",1531753802
"90","41.6600735833141+-87.6027606644691","1276 N Clybourn Ave Chicago, IL 60610",1531753802
"91","41.6600735833141+-87.6027606644691","233 E Erie St Ste 602 Chicago, IL 60611",1531753802
"92","41.6600735833141+-87.6027606644691","328 S Jefferson St Ste 770 Chicago, IL 60661",1531753802
"93","41.6600735833141+-87.6027606644691","22 N Sagamon Chicago, IL 60607",1531753802
"94","41.6600735833141+-87.6027606644691","1460 N Halsted Stste 201 Chicago, IL 60642",1531753802
"95","41.6600735833141+-87.6027606644691","2517 S Archer Ave Chicago, IL 60608",1531753802
"96","41.6600735833141+-87.6027606644691","1701 W Superior St 2nd Fl Chicago, IL 60622",1531753802
"97","41.6600735833141+-87.6027606644691","2020 W Harrison St Chicago, IL 60612",1531753802
"98","41.6600735833141+-87.6027606644691","1152 N Milwaukee Ave Chicago, IL 60642",1531753802
"99","41.6600735833141+-87.6027606644691","2409 W Warren Blvd Chicago, IL 60612",1531753802
"100","41.6600735833141+-87.6027606644691","1925 N Clybourn Ste 401 Chicago, IL 60614",1531753802
"101","41.6600735833141+-87.6027606644691","2020 N Clybourn Ave Chicago, IL 60614",1531753802
"102","41.6600735833141+-87.6027606644691","1350 W 103rd St Chicago, IL 60643",1531753802
"103","42.0096631911395+-87.6703701938129","8751 S Greenwood Ave, Ste 106 Chicago, IL 60619",1531753802
"104","42.0096631911395+-87.6703701938129","111 N Wabash Ave, Ste 1514 Chicago, IL 60602",1531753802
"105","42.0096631911395+-87.6703701938129","111 N. Wabash Avenue Ste 1710 Chicago, IL 60602",1531753802
"106","42.0096631911395+-87.6703701938129","7200 S Ingleside Ave Chicago, IL 60619",1531753802
"107","42.0096631911395+-87.6703701938129","500 E 51st St Rm 7067 Chicago, IL 60615",1531753802
"108","42.0096631911395+-87.6703701938129","5401 S Wentworth Ave Chicago, IL 60609",1531753802
"109","42.0096631911395+-87.6703701938129","641 W 63rd St Lower Level Chicago, IL 60621",1531753802
"110","42.0096631911395+-87.6703701938129","654 E 47th St Chicago, IL 60653",1531753802
"111","42.0096631911395+-87.6703701938129","4259 S Berkley Ave Chicago, IL 60653",1531753802
"112","42.0096631911395+-87.6703701938129","6059 S Ashland Chicago, IL 60636",1531753802
"113","42.0096631911395+-87.6703701938129","8300 S Brandon Ave Chicago, IL 60617",1531753802
"114","42.0096631911395+-87.6703701938129","8234 S Ashland Ave Chicago, IL 60620",1531753802
"115","42.0096631911395+-87.6703701938129","2525 S Michigan Family Health Center Chicago, IL 60616",1531753802
"116","42.0096631911395+-87.6703701938129","9718 S Halsted St Chicago, IL 60628",1531753802
"117","42.0096631911395+-87.6703701938129","2517 S Archer Ave Chicago, IL 60608",1531753802
"118","42.0096631911395+-87.6703701938129","3450 S Archer Ave Chicago, IL 60608",1531753802
"119","42.0096631911395+-87.6703701938129","1817 S Loomis St Chicago, IL 60608",1531753802
"120","42.0096631911395+-87.6703701938129","2533 W Cermak Rd Chicago, IL 60608",1531753802
"121","42.0096631911395+-87.6703701938129","200 E 115th St Chicago, IL 60628",1531753802
"122","42.0096631911395+-87.6703701938129","11250 S Halsted Chicago, IL 60628",1531753802
"123","42.0096631911395+-87.6703701938129","845 W Wilson Ave., Chicago, IL",1531753802
"124","42.0096631911395+-87.6703701938129","200 E. 115th St. Chicago, IL ",1531753802
"125","42.0096631911395+-87.6703701938129","4909 W. Division, Suite 411 Chicago, IL ",1531753802
"126","42.0096631911395+-87.6703701938129","2849 N. Clark, 1st Fl Chicago, IL ",1531753802
"127","42.0096631911395+-87.6703701938129","29 E Madison St #1640, Chicago, IL 60602",1531753802
"128","42.0096631911395+-87.6703701938129","641 W 63rd St, Chicago, IL 60637",1531753802
"129","42.0096631911395+-87.6703701938129","18 S. Michigan Avenue, Chicago, IL 60603",1531753802
"130","42.0096631911395+-87.6703701938129","400 W 76th St Ste 100 Chicago, IL 60620",1531753802
"131","42.0096631911395+-87.6703701938129","1642 W 59th St 2nd Fl Chicago, IL 60636",1531753802
"132","42.0096631911395+-87.6703701938129","2525 E 83rd St Chicago, IL 60617",1531753802
"133","42.0096631911395+-87.6703701938129","8550 S Manistee Ave Chicago, IL 60617",1531753802
"134","42.0096631911395+-87.6703701938129","2320 E 93rd St Chicago, IL 60617",1531753802
"135","42.0096631911395+-87.6703701938129","8910 S Commercial Chicago, IL 60614",1531753802
"136","42.0096631911395+-87.6703701938129","2525 S Michigan Family Health Center Chicago, IL 60616",1531753802
"137","42.0096631911395+-87.6703701938129","9718 S Halsted St Chicago, IL 60628",1531753802
"138","42.0096631911395+-87.6703701938129","251 E Huron Arkes Pavilion 9th Fl Ste 940 Chicago, IL 60611",1531753802
"139","42.0096631911395+-87.6703701938129","150 E Huron St Ste 825 Chicago, IL 60611",1531753802
"140","42.0096631911395+-87.6703701938129","1200 N LaSalle St Chicago, IL 60610",1531753802
"141","42.0096631911395+-87.6703701938129","1276 N Clybourn Ave Chicago, IL 60610",1531753802
"142","42.0096631911395+-87.6703701938129","233 E Erie St Ste 602 Chicago, IL 60611",1531753802
"143","42.0096631911395+-87.6703701938129","328 S Jefferson St Ste 770 Chicago, IL 60661",1531753802
"144","42.0096631911395+-87.6703701938129","22 N Sagamon Chicago, IL 60607",1531753802
"145","42.0096631911395+-87.6703701938129","1460 N Halsted Stste 201 Chicago, IL 60642",1531753802
"146","42.0096631911395+-87.6703701938129","2517 S Archer Ave Chicago, IL 60608",1531753802
"147","42.0096631911395+-87.6703701938129","1701 W Superior St 2nd Fl Chicago, IL 60622",1531753802
"148","42.0096631911395+-87.6703701938129","2020 W Harrison St Chicago, IL 60612",1531753802
"149","42.0096631911395+-87.6703701938129","1152 N Milwaukee Ave Chicago, IL 60642",1531753802
"150","42.0096631911395+-87.6703701938129","2409 W Warren Blvd Chicago, IL 60612",1531753802
"151","42.0096631911395+-87.6703701938129","1925 N Clybourn Ste 401 Chicago, IL 60614",1531753802
"152","42.0096631911395+-87.6703701938129","2020 N Clybourn Ave Chicago, IL 60614",1531753802
"153","42.0096631911395+-87.6703701938129","1350 W 103rd St Chicago, IL 60643",1531753802
"154","42.0016266052879+-87.6952739229127","8751 S Greenwood Ave, Ste 106 Chicago, IL 60619",1531753802
"155","42.0016266052879+-87.6952739229127","111 N Wabash Ave, Ste 1514 Chicago, IL 60602",1531753802
"156","42.0016266052879+-87.6952739229127","111 N. Wabash Avenue Ste 1710 Chicago, IL 60602",1531753802
"157","42.0016266052879+-87.6952739229127","7200 S Ingleside Ave Chicago, IL 60619",1531753802
"158","42.0016266052879+-87.6952739229127","500 E 51st St Rm 7067 Chicago, IL 60615",1531753802
"159","42.0016266052879+-87.6952739229127","5401 S Wentworth Ave Chicago, IL 60609",1531753802
"160","42.0016266052879+-87.6952739229127","641 W 63rd St Lower Level Chicago, IL 60621",1531753802
"161","42.0016266052879+-87.6952739229127","654 E 47th St Chicago, IL 60653",1531753802
"162","42.0016266052879+-87.6952739229127","4259 S Berkley Ave Chicago, IL 60653",1531753802
"163","42.0016266052879+-87.6952739229127","6059 S Ashland Chicago, IL 60636",1531753802
"164","42.0016266052879+-87.6952739229127","8300 S Brandon Ave Chicago, IL 60617",1531753802
"165","42.0016266052879+-87.6952739229127","8234 S Ashland Ave Chicago, IL 60620",1531753802
"166","42.0016266052879+-87.6952739229127","2525 S Michigan Family Health Center Chicago, IL 60616",1531753802
"167","42.0016266052879+-87.6952739229127","9718 S Halsted St Chicago, IL 60628",1531753802
"168","42.0016266052879+-87.6952739229127","2517 S Archer Ave Chicago, IL 60608",1531753802
"169","42.0016266052879+-87.6952739229127","3450 S Archer Ave Chicago, IL 60608",1531753802
"170","42.0016266052879+-87.6952739229127","1817 S Loomis St Chicago, IL 60608",1531753802
"171","42.0016266052879+-87.6952739229127","2533 W Cermak Rd Chicago, IL 60608",1531753802
"172","42.0016266052879+-87.6952739229127","200 E 115th St Chicago, IL 60628",1531753802
"173","42.0016266052879+-87.6952739229127","11250 S Halsted Chicago, IL 60628",1531753802
"174","42.0016266052879+-87.6952739229127","845 W Wilson Ave., Chicago, IL",1531753802
"175","42.0016266052879+-87.6952739229127","200 E. 115th St. Chicago, IL ",1531753802
"176","42.0016266052879+-87.6952739229127","4909 W. Division, Suite 411 Chicago, IL ",1531753802
"177","42.0016266052879+-87.6952739229127","2849 N. Clark, 1st Fl Chicago, IL ",1531753802
"178","42.0016266052879+-87.6952739229127","29 E Madison St #1640, Chicago, IL 60602",1531753802
"179","42.0016266052879+-87.6952739229127","641 W 63rd St, Chicago, IL 60637",1531753802
"180","42.0016266052879+-87.6952739229127","18 S. Michigan Avenue, Chicago, IL 60603",1531753802
"181","42.0016266052879+-87.6952739229127","400 W 76th St Ste 100 Chicago, IL 60620",1531753802
"182","42.0016266052879+-87.6952739229127","1642 W 59th St 2nd Fl Chicago, IL 60636",1531753802
"183","42.0016266052879+-87.6952739229127","2525 E 83rd St Chicago, IL 60617",1531753802
"184","42.0016266052879+-87.6952739229127","8550 S Manistee Ave Chicago, IL 60617",1531753802
"185","42.0016266052879+-87.6952739229127","2320 E 93rd St Chicago, IL 60617",1531753802
"186","42.0016266052879+-87.6952739229127","8910 S Commercial Chicago, IL 60614",1531753802
"187","42.0016266052879+-87.6952739229127","2525 S Michigan Family Health Center Chicago, IL 60616",1531753802
"188","42.0016266052879+-87.6952739229127","9718 S Halsted St Chicago, IL 60628",1531753802
"189","42.0016266052879+-87.6952739229127","251 E Huron Arkes Pavilion 9th Fl Ste 940 Chicago, IL 60611",1531753802
"190","42.0016266052879+-87.6952739229127","150 E Huron St Ste 825 Chicago, IL 60611",1531753802
"191","42.0016266052879+-87.6952739229127","1200 N LaSalle St Chicago, IL 60610",1531753802
"192","42.0016266052879+-87.6952739229127","1276 N Clybourn Ave Chicago, IL 60610",1531753802
"193","42.0016266052879+-87.6952739229127","233 E Erie St Ste 602 Chicago, IL 60611",1531753802
"194","42.0016266052879+-87.6952739229127","328 S Jefferson St Ste 770 Chicago, IL 60661",1531753802
"195","42.0016266052879+-87.6952739229127","22 N Sagamon Chicago, IL 60607",1531753802
"196","42.0016266052879+-87.6952739229127","1460 N Halsted Stste 201 Chicago, IL 60642",1531753802
"197","42.0016266052879+-87.6952739229127","2517 S Archer Ave Chicago, IL 60608",1531753802
"198","42.0016266052879+-87.6952739229127","1701 W Superior St 2nd Fl Chicago, IL 60622",1531753802
"199","42.0016266052879+-87.6952739229127","2020 W Harrison St Chicago, IL 60612",1531753802
"200","42.0016266052879+-87.6952739229127","1152 N Milwaukee Ave Chicago, IL 60642",1531753802
"201","42.0016266052879+-87.6952739229127","2409 W Warren Blvd Chicago, IL 60612",1531753802
"202","42.0016266052879+-87.6952739229127","1925 N Clybourn Ste 401 Chicago, IL 60614",1531753802
"203","42.0016266052879+-87.6952739229127","2020 N Clybourn Ave Chicago, IL 60614",1531753802
"204","42.0016266052879+-87.6952739229127","1350 W 103rd St Chicago, IL 60643",1531753802
"205","41.9660049251669+-87.6560655873818","8751 S Greenwood Ave, Ste 106 Chicago, IL 60619",1531753802
"206","41.9660049251669+-87.6560655873818","111 N Wabash Ave, Ste 1514 Chicago, IL 60602",1531753802
"207","41.9660049251669+-87.6560655873818","111 N. Wabash Avenue Ste 1710 Chicago, IL 60602",1531753802
"208","41.9660049251669+-87.6560655873818","7200 S Ingleside Ave Chicago, IL 60619",1531753802
"209","41.9660049251669+-87.6560655873818","500 E 51st St Rm 7067 Chicago, IL 60615",1531753802
"210","41.9660049251669+-87.6560655873818","5401 S Wentworth Ave Chicago, IL 60609",1531753802
"211","41.9660049251669+-87.6560655873818","641 W 63rd St Lower Level Chicago, IL 60621",1531753802
"212","41.9660049251669+-87.6560655873818","654 E 47th St Chicago, IL 60653",1531753802
"213","41.9660049251669+-87.6560655873818","4259 S Berkley Ave Chicago, IL 60653",1531753802
"214","41.9660049251669+-87.6560655873818","6059 S Ashland Chicago, IL 60636",1531753802
"215","41.9660049251669+-87.6560655873818","8300 S Brandon Ave Chicago, IL 60617",1531753802
"216","41.9660049251669+-87.6560655873818","8234 S Ashland Ave Chicago, IL 60620",1531753802
"217","41.9660049251669+-87.6560655873818","2525 S Michigan Family Health Center Chicago, IL 60616",1531753802
"218","41.9660049251669+-87.6560655873818","9718 S Halsted St Chicago, IL 60628",1531753802
"219","41.9660049251669+-87.6560655873818","2517 S Archer Ave Chicago, IL 60608",1531753802
"220","41.9660049251669+-87.6560655873818","3450 S Archer Ave Chicago, IL 60608",1531753802
"221","41.9660049251669+-87.6560655873818","1817 S Loomis St Chicago, IL 60608",1531753802
"222","41.9660049251669+-87.6560655873818","2533 W Cermak Rd Chicago, IL 60608",1531753802
"223","41.9660049251669+-87.6560655873818","200 E 115th St Chicago, IL 60628",1531753802
"224","41.9660049251669+-87.6560655873818","11250 S Halsted Chicago, IL 60628",1531753802
"225","41.9660049251669+-87.6560655873818","845 W Wilson Ave., Chicago, IL",1531753802
"226","41.9660049251669+-87.6560655873818","200 E. 115th St. Chicago, IL ",1531753802
"227","41.9660049251669+-87.6560655873818","4909 W. Division, Suite 411 Chicago, IL ",1531753802
"228","41.9660049251669+-87.6560655873818","2849 N. Clark, 1st Fl Chicago, IL ",1531753802
"229","41.9660049251669+-87.6560655873818","29 E Madison St #1640, Chicago, IL 60602",1531753802
"230","41.9660049251669+-87.6560655873818","641 W 63rd St, Chicago, IL 60637",1531753802
"231","41.9660049251669+-87.6560655873818","18 S. Michigan Avenue, Chicago, IL 60603",1531753802
"232","41.9660049251669+-87.6560655873818","400 W 76th St Ste 100 Chicago, IL 60620",1531753802
"233","41.9660049251669+-87.6560655873818","1642 W 59th St 2nd Fl Chicago, IL 60636",1531753802
"234","41.9660049251669+-87.6560655873818","2525 E 83rd St Chicago, IL 60617",1531753802
"235","41.9660049251669+-87.6560655873818","8550 S Manistee Ave Chicago, IL 60617",1531753802
"236","41.9660049251669+-87.6560655873818","2320 E 93rd St Chicago, IL 60617",1531753802
"237","41.9660049251669+-87.6560655873818","8910 S Commercial Chicago, IL 60614",1531753802
"238","41.9660049251669+-87.6560655873818","2525 S Michigan Family Health Center Chicago, IL 60616",1531753802
"239","41.9660049251669+-87.6560655873818","9718 S Halsted St Chicago, IL 60628",1531753802
"240","41.9660049251669+-87.6560655873818","251 E Huron Arkes Pavilion 9th Fl Ste 940 Chicago, IL 60611",1531753802
"241","41.9660049251669+-87.6560655873818","150 E Huron St Ste 825 Chicago, IL 60611",1531753802
"242","41.9660049251669+-87.6560655873818","1200 N LaSalle St Chicago, IL 60610",1531753802
"243","41.9660049251669+-87.6560655873818","1276 N Clybourn Ave Chicago, IL 60610",1531753802
"244","41.9660049251669+-87.6560655873818","233 E Erie St Ste 602 Chicago, IL 60611",1531753802
"245","41.9660049251669+-87.6560655873818","328 S Jefferson St Ste 770 Chicago, IL 60661",1531753802
"246","41.9660049251669+-87.6560655873818","22 N Sagamon Chicago, IL 60607",1531753802
"247","41.9660049251669+-87.6560655873818","1460 N Halsted Stste 201 Chicago, IL 60642",1531753802
"248","41.9660049251669+-87.6560655873818","2517 S Archer Ave Chicago, IL 60608",1531753802
"249","41.9660049251669+-87.6560655873818","1701 W Superior St 2nd Fl Chicago, IL 60622",1531753802
"250","41.9660049251669+-87.6560655873818","2020 W Harrison St Chicago, IL 60612",1531753802
"251","41.9660049251669+-87.6560655873818","1152 N Milwaukee Ave Chicago, IL 60642",1531753802
"252","41.9660049251669+-87.6560655873818","2409 W Warren Blvd Chicago, IL 60612",1531753802
"253","41.9660049251669+-87.6560655873818","1925 N Clybourn Ste 401 Chicago, IL 60614",1531753802
"254","41.9660049251669+-87.6560655873818","2020 N Clybourn Ave Chicago, IL 60614",1531753802
"255","41.9660049251669+-87.6560655873818","1350 W 103rd St Chicago, IL 60643",1531753802
"256","41.9752938653085+-87.6876044912929","8751 S Greenwood Ave, Ste 106 Chicago, IL 60619",1531753802
"257","41.9752938653085+-87.6876044912929","111 N Wabash Ave, Ste 1514 Chicago, IL 60602",1531753802
"258","41.9752938653085+-87.6876044912929","111 N. Wabash Avenue Ste 1710 Chicago, IL 60602",1531753802
"259","41.9752938653085+-87.6876044912929","7200 S Ingleside Ave Chicago, IL 60619",1531753802
"260","41.9752938653085+-87.6876044912929","500 E 51st St Rm 7067 Chicago, IL 60615",1531753802
"261","41.9752938653085+-87.6876044912929","5401 S Wentworth Ave Chicago, IL 60609",1531753802
"262","41.9752938653085+-87.6876044912929","641 W 63rd St Lower Level Chicago, IL 60621",1531753802
"263","41.9752938653085+-87.6876044912929","654 E 47th St Chicago, IL 60653",1531753802
"264","41.9752938653085+-87.6876044912929","4259 S Berkley Ave Chicago, IL 60653",1531753802
"265","41.9752938653085+-87.6876044912929","6059 S Ashland Chicago, IL 60636",1531753802
"266","41.9752938653085+-87.6876044912929","8300 S Brandon Ave Chicago, IL 60617",1531753802
"267","41.9752938653085+-87.6876044912929","8234 S Ashland Ave Chicago, IL 60620",1531753802
"268","41.9752938653085+-87.6876044912929","2525 S Michigan Family Health Center Chicago, IL 60616",1531753802
"269","41.9752938653085+-87.6876044912929","9718 S Halsted St Chicago, IL 60628",1531753802
"270","41.9752938653085+-87.6876044912929","2517 S Archer Ave Chicago, IL 60608",1531753802
"271","41.9752938653085+-87.6876044912929","3450 S Archer Ave Chicago, IL 60608",1531753802
"272","41.9752938653085+-87.6876044912929","1817 S Loomis St Chicago, IL 60608",1531753802
"273","41.9752938653085+-87.6876044912929","2533 W Cermak Rd Chicago, IL 60608",1531753802
"274","41.9752938653085+-87.6876044912929","200 E 115th St Chicago, IL 60628",1531753802
"275","41.9752938653085+-87.6876044912929","11250 S Halsted Chicago, IL 60628",1531753802
"276","41.9752938653085+-87.6876044912929","845 W Wilson Ave., Chicago, IL",1531753802
"277","41.9752938653085+-87.6876044912929","200 E. 115th St. Chicago, IL ",1531753802
"278","41.9752938653085+-87.6876044912929","4909 W. Division, Suite 411 Chicago, IL ",1531753802
"279","41.9752938653085+-87.6876044912929","2849 N. Clark, 1st Fl Chicago, IL ",1531753802
"280","41.9752938653085+-87.6876044912929","29 E Madison St #1640, Chicago, IL 60602",1531753802
"281","41.9752938653085+-87.6876044912929","641 W 63rd St, Chicago, IL 60637",1531753802
"282","41.9752938653085+-87.6876044912929","18 S. Michigan Avenue, Chicago, IL 60603",1531753802
"283","41.9752938653085+-87.6876044912929","400 W 76th St Ste 100 Chicago, IL 60620",1531753802
"284","41.9752938653085+-87.6876044912929","1642 W 59th St 2nd Fl Chicago, IL 60636",1531753802
"285","41.9752938653085+-87.6876044912929","2525 E 83rd St Chicago, IL 60617",1531753802
"286","41.9752938653085+-87.6876044912929","8550 S Manistee Ave Chicago, IL 60617",1531753802
"287","41.9752938653085+-87.6876044912929","2320 E 93rd St Chicago, IL 60617",1531753802
"288","41.9752938653085+-87.6876044912929","8910 S Commercial Chicago, IL 60614",1531753802
"289","41.9752938653085+-87.6876044912929","2525 S Michigan Family Health Center Chicago, IL 60616",1531753802
"290","41.9752938653085+-87.6876044912929","9718 S Halsted St Chicago, IL 60628",1531753802
"291","41.9752938653085+-87.6876044912929","251 E Huron Arkes Pavilion 9th Fl Ste 940 Chicago, IL 60611",1531753802
"292","41.9752938653085+-87.6876044912929","150 E Huron St Ste 825 Chicago, IL 60611",1531753802
