"index"|"destination"|"origin"|"distance"|"duration"|"status"
"2847"|"2847"|"5400 S Francisco Ave, Chicago, IL 60632, USA"|"3936 S Lake Park Ave, Chicago, IL 60653, USA"|"11585"|"3496"|"OK"
"2848"|"2848"|"O'Hare, Chicago, IL, USA"|"3936 S Lake Park Ave, Chicago, IL 60653, USA"|"42894"|"7539"|"OK"
"2849"|"2849"|"7112 W Talcott Ave, Chicago, IL 60631, USA"|"3936 S Lake Park Ave, Chicago, IL 60653, USA"|"29828"|"4906"|"OK"
"2850"|"2850"|"9130 S University Ave, Chicago, IL 60619, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"13565"|"2286"|"OK"
"2851"|"2851"|"600 E 130th St, Chicago, IL 60628, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"24798"|"4131"|"OK"
"2852"|"2852"|"7020 N Ashland Blvd, Chicago, IL 60626, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"24628"|"3444"|"OK"
"2853"|"2853"|"6608 N Rockwell St, Chicago, IL 60645, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"26899"|"3679"|"OK"
"2854"|"2854"|"4617 N Kenmore Ave, Chicago, IL 60640, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"19373"|"2466"|"OK"
"2855"|"2855"|"5145 N Claremont Ave, Chicago, IL 60625, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"23043"|"3924"|"OK"
"2856"|"2856"|"3608 N Leavitt St, Chicago, IL 60618, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"19543"|"1627"|"OK"
"2857"|"2857"|"1041 W Newport Ave, Chicago, IL 60657, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"17447"|"2379"|"OK"
"2858"|"2858"|"2222 N Halsted St, Chicago, IL 60614, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"15022"|"2076"|"OK"
"2859"|"2859"|"6946 N Olcott Ave, Chicago, IL 60631, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"31840"|"3577"|"OK"
"2860"|"2860"|"5382 N Milwaukee Ave, Chicago, IL 60630, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"25522"|"2975"|"OK"
"2861"|"2861"|"6244 N Leroy Ave, Chicago, IL 60646, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"29915"|"3495"|"OK"
"2862"|"2862"|"3786 W Bryn Mawr Ave, Chicago, IL 60659, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"25272"|"4219"|"OK"
"2863"|"2863"|"3719 W Lawrence Ave, Chicago, IL 60625, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"24675"|"4215"|"OK"
"2864"|"2864"|"5416 W Irving Park Rd, Chicago, IL 60641, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"23740"|"3801"|"OK"
"2865"|"2865"|"3801 W Irving Park Rd, Chicago, IL 60618, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"21288"|"2853"|"OK"
"2866"|"2866"|"3632 N Neva Ave, Chicago, IL 60634, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"27313"|"3396"|"OK"
"2867"|"2867"|"2700 N New England Ave, Chicago, IL 60707, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"27304"|"5312"|"OK"
"2868"|"2868"|"2542 N Luna Ave, Chicago, IL 60639, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"24989"|"3337"|"OK"
"2869"|"2869"|"4311 W Fullerton Ave, Chicago, IL 60639, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"21403"|"3768"|"OK"
"2870"|"2870"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"18792"|"3413"|"OK"
"2871"|"2871"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"16452"|"3219"|"OK"
"2872"|"2872"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"17911"|"2867"|"OK"
"2873"|"2873"|"1941 W Thomas St, Chicago, IL 60622, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"14012"|"2490"|"OK"
"2874"|"2874"|"942 N LaSalle Dr, Chicago, IL 60610, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"11724"|"1920"|"OK"
"2875"|"2875"|"735 N Pine Ave, Chicago, IL 60644, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"21268"|"4385"|"OK"
"2876"|"2876"|"4157 W Wilcox St, Chicago, IL 60624, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"17166"|"2750"|"OK"
"2877"|"2877"|"155 S Kedzie Ave, Chicago, IL 60612, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"15172"|"2479"|"OK"
"2878"|"2878"|"1447 W Harrison St, Chicago, IL 60607, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"10961"|"1917"|"OK"
"2879"|"2879"|"1523 S Lawndale Ave, Chicago, IL 60623, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"16020"|"2493"|"OK"
"2880"|"2880"|"3530 W 30th St, Chicago, IL 60623, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"11757"|"2895"|"OK"
"2881"|"2881"|"2240 S Ashland Ave, Chicago, IL 60608, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"8195"|"1681"|"OK"
"2882"|"2882"|"243 S Wabash Ave, Chicago, IL 60604, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"7983"|"930"|"OK"
"2883"|"2883"|"1821 S Prairie Ave, Chicago, IL 60616, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"6108"|"1375"|"OK"
"2884"|"2884"|"2825 S Princeton Ave, Chicago, IL 60616, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"6477"|"1639"|"OK"
"2885"|"2885"|"3200 S Calumet Ave, Chicago, IL 60616, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"4038"|"1493"|"OK"
"2886"|"2886"|"3936 S Lake Park Ave, Chicago, IL 60653, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"4320"|"1379"|"OK"
"2887"|"2887"|"231 W 47th St, Chicago, IL 60609, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"0"|"0"|"OK"
"2888"|"2888"|"347 E 45th St, Chicago, IL 60653, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"1642"|"702"|"OK"
"2889"|"2889"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"3271"|"997"|"OK"
"2890"|"2890"|"5626 S Calumet Ave, Chicago, IL 60637, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"3513"|"1627"|"OK"
"2891"|"2891"|"5534 S Dorchester Ave, Chicago, IL 60637, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"6072"|"1633"|"OK"
"2892"|"2892"|"6349 S Kimbark Ave, Chicago, IL 60637, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"7029"|"1951"|"OK"
"2893"|"2893"|"7330 S Merrill Ave, Chicago, IL 60649, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"10541"|"2539"|"OK"
"2894"|"2894"|"347 E 85th St, Chicago, IL 60619, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"9867"|"1737"|"OK"
"2895"|"2895"|"1559 E 83rd St, Chicago, IL 60619, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"10908"|"2957"|"OK"
"2896"|"2896"|"8473 S Commercial Ave, Chicago, IL 60617, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"14640"|"3148"|"OK"
"2897"|"2897"|"9101 S Clyde Ave, Chicago, IL 60617, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"14129"|"3051"|"OK"
"2898"|"2898"|"8 E 103rd Pl, Chicago, IL 60628, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"12523"|"2121"|"OK"
"2899"|"2899"|"E 104th St, Chicago, IL 60628, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"14791"|"2432"|"OK"
"2900"|"2900"|"41.6906385662062,-87.5698357426607"|"41.8090232230865,-87.6323556977827"|"ZERO_RESULTS"|"ZERO_RESULTS"|"ZERO_RESULTS"
"2901"|"2901"|"10347 S Ewing Ave, Chicago, IL 60617, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"16950"|"3214"|"OK"
"2902"|"2902"|"3147 S Brandon Ave, Chicago, IL 60633, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"27956"|"4643"|"OK"
"2903"|"2903"|"12119 S Parnell Ave, Chicago, IL 60628, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"17325"|"2863"|"OK"
"2904"|"2904"|"5633 W 53rd St, Chicago, IL 60638, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"24028"|"3132"|"OK"
"2905"|"2905"|"4516 S Karlov Ave, Chicago, IL 60632, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"9252"|"2150"|"OK"
"2906"|"2906"|"4186 S Archer Ave, Chicago, IL 60632, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"6762"|"2041"|"OK"
"2907"|"2907"|"3519 S Wolcott Ave, Chicago, IL 60609, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"6129"|"1654"|"OK"
"2908"|"2908"|"3204 S Lituanica Ave, Chicago, IL 60608, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"5181"|"2107"|"OK"
"2909"|"2909"|"1330 W 47th St, Chicago, IL 60609, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"2400"|"569"|"OK"
"2910"|"2910"|"5505 S Komensky Ave, Chicago, IL 60629, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"9795"|"2181"|"OK"
"2911"|"2911"|"4132 W 68th St, Chicago, IL 60629, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"12751"|"3519"|"OK"
"2912"|"2912"|"6655 S Francisco Ave, Chicago, IL 60629, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"9723"|"2577"|"OK"
"2913"|"2913"|"1630 W 65th St, Chicago, IL 60636, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"6868"|"1799"|"OK"
"2914"|"2914"|"6407 S Union Ave, Chicago, IL 60621, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"5108"|"1569"|"OK"
"2915"|"2915"|"7232 S King Dr, Chicago, IL 60619, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"6597"|"1570"|"OK"
"2916"|"2916"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"15173"|"3222"|"OK"
"2917"|"2917"|"8228 S Throop St, Chicago, IL 60620, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"12220"|"2569"|"OK"
"2918"|"2918"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"18210"|"2582"|"OK"
"2919"|"2919"|"1001 W 97th St, Chicago, IL 60643, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"12563"|"2316"|"OK"
"2920"|"2920"|"10901 S Lawndale Ave, Chicago, IL 60655, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"20557"|"3273"|"OK"
"2921"|"2921"|"1836 W Montvale Ave, Chicago, IL 60643, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"16605"|"2552"|"OK"
"2922"|"2922"|"1309 W Early Ave, Chicago, IL 60660, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"21766"|"3093"|"OK"
"2923"|"2923"|"5833 W 62nd St, Chicago, IL 60638, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"26193"|"3828"|"OK"
"2924"|"2924"|"5400 S Francisco Ave, Chicago, IL 60632, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"7645"|"1837"|"OK"
"2925"|"2925"|"O'Hare, Chicago, IL, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"42012"|"6970"|"OK"
"2926"|"2926"|"7112 W Talcott Ave, Chicago, IL 60631, USA"|"231 W 47th St, Chicago, IL 60609, USA"|"28946"|"4674"|"OK"
"2927"|"2927"|"9130 S University Ave, Chicago, IL 60619, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"12758"|"3777"|"OK"
"2928"|"2928"|"600 E 130th St, Chicago, IL 60628, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"26002"|"5808"|"OK"
"2929"|"2929"|"7020 N Ashland Blvd, Chicago, IL 60626, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"26196"|"4719"|"OK"
"2930"|"2930"|"6608 N Rockwell St, Chicago, IL 60645, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"28467"|"5567"|"OK"
"2931"|"2931"|"4617 N Kenmore Ave, Chicago, IL 60640, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"20941"|"3890"|"OK"
"2932"|"2932"|"5145 N Claremont Ave, Chicago, IL 60625, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"23456"|"3764"|"OK"
"2933"|"2933"|"3608 N Leavitt St, Chicago, IL 60618, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"19833"|"3283"|"OK"
"2934"|"2934"|"1041 W Newport Ave, Chicago, IL 60657, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"19015"|"3809"|"OK"
"2935"|"2935"|"2222 N Halsted St, Chicago, IL 60614, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"16590"|"3530"|"OK"
"2936"|"2936"|"6946 N Olcott Ave, Chicago, IL 60631, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"36197"|"4689"|"OK"
"2937"|"2937"|"5382 N Milwaukee Ave, Chicago, IL 60630, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"25558"|"3472"|"OK"
"2938"|"2938"|"6244 N Leroy Ave, Chicago, IL 60646, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"27626"|"4975"|"OK"
"2939"|"2939"|"3786 W Bryn Mawr Ave, Chicago, IL 60659, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"25185"|"4682"|"OK"
"2940"|"2940"|"3719 W Lawrence Ave, Chicago, IL 60625, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"25116"|"3812"|"OK"
"2941"|"2941"|"5416 W Irving Park Rd, Chicago, IL 60641, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"23653"|"3358"|"OK"
"2942"|"2942"|"3801 W Irving Park Rd, Chicago, IL 60618, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"21201"|"3140"|"OK"
"2943"|"2943"|"3632 N Neva Ave, Chicago, IL 60634, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"27226"|"3817"|"OK"
"2944"|"2944"|"2700 N New England Ave, Chicago, IL 60707, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"25460"|"4322"|"OK"
"2945"|"2945"|"2542 N Luna Ave, Chicago, IL 60639, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"24992"|"3449"|"OK"
"2946"|"2946"|"4311 W Fullerton Ave, Chicago, IL 60639, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"19486"|"3437"|"OK"
"2947"|"2947"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"18705"|"2603"|"OK"
"2948"|"2948"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"16365"|"2409"|"OK"
"2949"|"2949"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"19061"|"3098"|"OK"
"2950"|"2950"|"1941 W Thomas St, Chicago, IL 60622, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"13925"|"2695"|"OK"
"2951"|"2951"|"942 N LaSalle Dr, Chicago, IL 60610, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"11188"|"2011"|"OK"
"2952"|"2952"|"735 N Pine Ave, Chicago, IL 60644, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"21271"|"3460"|"OK"
"2953"|"2953"|"4157 W Wilcox St, Chicago, IL 60624, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"18155"|"2911"|"OK"
"2954"|"2954"|"155 S Kedzie Ave, Chicago, IL 60612, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"15948"|"2622"|"OK"
"2955"|"2955"|"1447 W Harrison St, Chicago, IL 60607, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"11912"|"2130"|"OK"
"2956"|"2956"|"1523 S Lawndale Ave, Chicago, IL 60623, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"19075"|"3441"|"OK"
"2957"|"2957"|"3530 W 30th St, Chicago, IL 60623, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"12354"|"3094"|"OK"
"2958"|"2958"|"2240 S Ashland Ave, Chicago, IL 60608, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"8616"|"2359"|"OK"
"2959"|"2959"|"243 S Wabash Ave, Chicago, IL 60604, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"8157"|"1332"|"OK"
"2960"|"2960"|"1821 S Prairie Ave, Chicago, IL 60616, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"5364"|"1480"|"OK"
"2961"|"2961"|"2825 S Princeton Ave, Chicago, IL 60616, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"4566"|"1936"|"OK"
"2962"|"2962"|"3200 S Calumet Ave, Chicago, IL 60616, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"2734"|"730"|"OK"
"2963"|"2963"|"3936 S Lake Park Ave, Chicago, IL 60653, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"2483"|"1261"|"OK"
"2964"|"2964"|"231 W 47th St, Chicago, IL 60609, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"1658"|"732"|"OK"
"2965"|"2965"|"347 E 45th St, Chicago, IL 60653, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"0"|"0"|"OK"
"2966"|"2966"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"2538"|"969"|"OK"
"2967"|"2967"|"5626 S Calumet Ave, Chicago, IL 60637, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"2629"|"716"|"OK"
"2968"|"2968"|"5534 S Dorchester Ave, Chicago, IL 60637, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"4545"|"1582"|"OK"
"2969"|"2969"|"6349 S Kimbark Ave, Chicago, IL 60637, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"5928"|"1974"|"OK"
"2970"|"2970"|"7330 S Merrill Ave, Chicago, IL 60649, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"9643"|"2389"|"OK"
"2971"|"2971"|"347 E 85th St, Chicago, IL 60619, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"8400"|"1786"|"OK"
"2972"|"2972"|"1559 E 83rd St, Chicago, IL 60619, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"10175"|"2929"|"OK"
"2973"|"2973"|"8473 S Commercial Ave, Chicago, IL 60617, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"13698"|"3309"|"OK"
"2974"|"2974"|"9101 S Clyde Ave, Chicago, IL 60617, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"13230"|"3043"|"OK"
"2975"|"2975"|"8 E 103rd Pl, Chicago, IL 60628, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"13796"|"3087"|"OK"
"2976"|"2976"|"E 104th St, Chicago, IL 60628, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"16064"|"3682"|"OK"
"2977"|"2977"|"41.6906385662062,-87.5698357426607"|"41.812848909257,-87.6178577231512"|"ZERO_RESULTS"|"ZERO_RESULTS"|"ZERO_RESULTS"
"2978"|"2978"|"10347 S Ewing Ave, Chicago, IL 60617, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"16159"|"3461"|"OK"
"2979"|"2979"|"3147 S Brandon Ave, Chicago, IL 60633, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"27165"|"4890"|"OK"
"2980"|"2980"|"12119 S Parnell Ave, Chicago, IL 60628, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"18529"|"4237"|"OK"
"2981"|"2981"|"5633 W 53rd St, Chicago, IL 60638, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"14614"|"3359"|"OK"
"2982"|"2982"|"4516 S Karlov Ave, Chicago, IL 60632, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"10685"|"2760"|"OK"
"2983"|"2983"|"4186 S Archer Ave, Chicago, IL 60632, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"8195"|"2651"|"OK"
"2984"|"2984"|"3519 S Wolcott Ave, Chicago, IL 60609, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"6725"|"1933"|"OK"
"2985"|"2985"|"3204 S Lituanica Ave, Chicago, IL 60608, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"6138"|"1326"|"OK"
"2986"|"2986"|"1330 W 47th St, Chicago, IL 60609, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"3833"|"1179"|"OK"
"2987"|"2987"|"5505 S Komensky Ave, Chicago, IL 60629, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"11262"|"2524"|"OK"
"2988"|"2988"|"4132 W 68th St, Chicago, IL 60629, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"15386"|"4232"|"OK"
"2989"|"2989"|"6655 S Francisco Ave, Chicago, IL 60629, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"11156"|"3193"|"OK"
"2990"|"2990"|"1630 W 65th St, Chicago, IL 60636, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"8029"|"1544"|"OK"
"2991"|"2991"|"6407 S Union Ave, Chicago, IL 60621, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"6099"|"1158"|"OK"
"2992"|"2992"|"7232 S King Dr, Chicago, IL 60619, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"5886"|"1361"|"OK"
"2993"|"2993"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"16060"|"4235"|"OK"
"2994"|"2994"|"8228 S Throop St, Chicago, IL 60620, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"12157"|"2826"|"OK"
"2995"|"2995"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"18452"|"3162"|"OK"
"2996"|"2996"|"1001 W 97th St, Chicago, IL 60643, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"13690"|"3392"|"OK"
"2997"|"2997"|"10901 S Lawndale Ave, Chicago, IL 60655, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"22125"|"4069"|"OK"
"2998"|"2998"|"1836 W Montvale Ave, Chicago, IL 60643, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"20573"|"3345"|"OK"
"2999"|"2999"|"1309 W Early Ave, Chicago, IL 60660, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"23334"|"4458"|"OK"
"3000"|"3000"|"5833 W 62nd St, Chicago, IL 60638, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"17612"|"4174"|"OK"
"3001"|"3001"|"5400 S Francisco Ave, Chicago, IL 60632, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"9112"|"2204"|"OK"
"3002"|"3002"|"O'Hare, Chicago, IL, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"41925"|"6364"|"OK"
"3003"|"3003"|"7112 W Talcott Ave, Chicago, IL 60631, USA"|"347 E 45th St, Chicago, IL 60653, USA"|"28859"|"3780"|"OK"
"3004"|"3004"|"9130 S University Ave, Chicago, IL 60619, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"11848"|"3849"|"OK"
"3005"|"3005"|"600 E 130th St, Chicago, IL 60628, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"25267"|"5779"|"OK"
"3006"|"3006"|"7020 N Ashland Blvd, Chicago, IL 60626, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"26314"|"4816"|"OK"
"3007"|"3007"|"6608 N Rockwell St, Chicago, IL 60645, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"28198"|"5422"|"OK"
"3008"|"3008"|"4617 N Kenmore Ave, Chicago, IL 60640, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"21059"|"3963"|"OK"
"3009"|"3009"|"5145 N Claremont Ave, Chicago, IL 60625, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"25061"|"4130"|"OK"
"3010"|"3010"|"3608 N Leavitt St, Chicago, IL 60618, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"21438"|"4028"|"OK"
"3011"|"3011"|"1041 W Newport Ave, Chicago, IL 60657, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"19133"|"3930"|"OK"
"3012"|"3012"|"2222 N Halsted St, Chicago, IL 60614, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"16937"|"3231"|"OK"
"3013"|"3013"|"6946 N Olcott Ave, Chicago, IL 60631, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"37655"|"5746"|"OK"
"3014"|"3014"|"5382 N Milwaukee Ave, Chicago, IL 60630, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"27016"|"4529"|"OK"
"3015"|"3015"|"6244 N Leroy Ave, Chicago, IL 60646, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"31601"|"6020"|"OK"
"3016"|"3016"|"3786 W Bryn Mawr Ave, Chicago, IL 60659, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"26643"|"5739"|"OK"
"3017"|"3017"|"3719 W Lawrence Ave, Chicago, IL 60625, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"26721"|"4497"|"OK"
"3018"|"3018"|"5416 W Irving Park Rd, Chicago, IL 60641, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"25111"|"4415"|"OK"
"3019"|"3019"|"3801 W Irving Park Rd, Chicago, IL 60618, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"22659"|"4193"|"OK"
"3020"|"3020"|"3632 N Neva Ave, Chicago, IL 60634, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"28684"|"4874"|"OK"
"3021"|"3021"|"2700 N New England Ave, Chicago, IL 60707, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"26918"|"5379"|"OK"
"3022"|"3022"|"2542 N Luna Ave, Chicago, IL 60639, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"26607"|"4506"|"OK"
"3023"|"3023"|"4311 W Fullerton Ave, Chicago, IL 60639, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"20944"|"4493"|"OK"
"3024"|"3024"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"20163"|"3660"|"OK"
"3025"|"3025"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"17823"|"3466"|"OK"
"3026"|"3026"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"19610"|"4428"|"OK"
"3027"|"3027"|"1941 W Thomas St, Chicago, IL 60622, USA"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"15383"|"3752"|"OK"
