"index"|"destination"|"origin"|"distance"|"duration"|"status"
"1587"|"1587"|"8473 S Commercial Ave, Chicago, IL 60617, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"32709"|"4513"|"OK"
"1588"|"1588"|"9101 S Clyde Ave, Chicago, IL 60617, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"29110"|"3563"|"OK"
"1589"|"1589"|"8 E 103rd Pl, Chicago, IL 60628, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"30629"|"3600"|"OK"
"1590"|"1590"|"E 104th St, Chicago, IL 60628, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"32897"|"4350"|"OK"
"1591"|"1591"|"41.6906385662062,-87.5698357426607"|"41.9385658738959,-87.711080987541"|"ZERO_RESULTS"|"ZERO_RESULTS"|"ZERO_RESULTS"
"1592"|"1592"|"10347 S Ewing Ave, Chicago, IL 60617, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"35055"|"4691"|"OK"
"1593"|"1593"|"3147 S Brandon Ave, Chicago, IL 60633, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"46061"|"6091"|"OK"
"1594"|"1594"|"12119 S Parnell Ave, Chicago, IL 60628, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"35431"|"4520"|"OK"
"1595"|"1595"|"5633 W 53rd St, Chicago, IL 60638, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"29346"|"3330"|"OK"
"1596"|"1596"|"4516 S Karlov Ave, Chicago, IL 60632, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"27273"|"3224"|"OK"
"1597"|"1597"|"4186 S Archer Ave, Chicago, IL 60632, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"20822"|"2720"|"OK"
"1598"|"1598"|"3519 S Wolcott Ave, Chicago, IL 60609, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"19455"|"2137"|"OK"
"1599"|"1599"|"3204 S Lituanica Ave, Chicago, IL 60608, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"14819"|"2455"|"OK"
"1600"|"1600"|"1330 W 47th St, Chicago, IL 60609, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"17319"|"3010"|"OK"
"1601"|"1601"|"5505 S Komensky Ave, Chicago, IL 60629, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"26345"|"2744"|"OK"
"1602"|"1602"|"4132 W 68th St, Chicago, IL 60629, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"29273"|"3948"|"OK"
"1603"|"1603"|"6655 S Francisco Ave, Chicago, IL 60629, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"26823"|"3073"|"OK"
"1604"|"1604"|"1630 W 65th St, Chicago, IL 60636, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"26487"|"3139"|"OK"
"1605"|"1605"|"6407 S Union Ave, Chicago, IL 60621, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"24557"|"2753"|"OK"
"1606"|"1606"|"7232 S King Dr, Chicago, IL 60619, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"24465"|"3225"|"OK"
"1607"|"1607"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"33279"|"4988"|"OK"
"1608"|"1608"|"8228 S Throop St, Chicago, IL 60620, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"28519"|"4063"|"OK"
"1609"|"1609"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"35456"|"5004"|"OK"
"1610"|"1610"|"1001 W 97th St, Chicago, IL 60643, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"31261"|"4120"|"OK"
"1611"|"1611"|"10901 S Lawndale Ave, Chicago, IL 60655, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"38663"|"5290"|"OK"
"1612"|"1612"|"1836 W Montvale Ave, Chicago, IL 60643, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"34711"|"4550"|"OK"
"1613"|"1613"|"1309 W Early Ave, Chicago, IL 60660, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"10731"|"2639"|"OK"
"1614"|"1614"|"5833 W 62nd St, Chicago, IL 60638, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"31270"|"3647"|"OK"
"1615"|"1615"|"5400 S Francisco Ave, Chicago, IL 60632, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"24174"|"2635"|"OK"
"1616"|"1616"|"O'Hare, Chicago, IL, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"23567"|"3782"|"OK"
"1617"|"1617"|"7112 W Talcott Ave, Chicago, IL 60631, USA"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"10501"|"1305"|"OK"
"1618"|"1618"|"9130 S University Ave, Chicago, IL 60619, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"26916"|"3536"|"OK"
"1619"|"1619"|"600 E 130th St, Chicago, IL 60628, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"40565"|"5863"|"OK"
"1620"|"1620"|"7020 N Ashland Blvd, Chicago, IL 60626, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"14318"|"2509"|"OK"
"1621"|"1621"|"6608 N Rockwell St, Chicago, IL 60645, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"11440"|"2863"|"OK"
"1622"|"1622"|"4617 N Kenmore Ave, Chicago, IL 60640, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"9142"|"2673"|"OK"
"1623"|"1623"|"5145 N Claremont Ave, Chicago, IL 60625, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"7101"|"2313"|"OK"
"1624"|"1624"|"3608 N Leavitt St, Chicago, IL 60618, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"6870"|"1226"|"OK"
"1625"|"1625"|"1041 W Newport Ave, Chicago, IL 60657, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"6204"|"2247"|"OK"
"1626"|"1626"|"2222 N Halsted St, Chicago, IL 60614, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"4903"|"1787"|"OK"
"1627"|"1627"|"6946 N Olcott Ave, Chicago, IL 60631, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"14962"|"2183"|"OK"
"1628"|"1628"|"5382 N Milwaukee Ave, Chicago, IL 60630, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"10083"|"1277"|"OK"
"1629"|"1629"|"6244 N Leroy Ave, Chicago, IL 60646, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"12304"|"1708"|"OK"
"1630"|"1630"|"3786 W Bryn Mawr Ave, Chicago, IL 60659, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"9449"|"2124"|"OK"
"1631"|"1631"|"3719 W Lawrence Ave, Chicago, IL 60625, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"12083"|"1678"|"OK"
"1632"|"1632"|"5416 W Irving Park Rd, Chicago, IL 60641, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"7917"|"1457"|"OK"
"1633"|"1633"|"3801 W Irving Park Rd, Chicago, IL 60618, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"5465"|"1006"|"OK"
"1634"|"1634"|"3632 N Neva Ave, Chicago, IL 60634, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"11490"|"2271"|"OK"
"1635"|"1635"|"2700 N New England Ave, Chicago, IL 60707, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"9209"|"2655"|"OK"
"1636"|"1636"|"2542 N Luna Ave, Chicago, IL 60639, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"6376"|"2007"|"OK"
"1637"|"1637"|"4311 W Fullerton Ave, Chicago, IL 60639, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"3308"|"1156"|"OK"
"1638"|"1638"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"2969"|"529"|"OK"
"1639"|"1639"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"0"|"0"|"OK"
"1640"|"1640"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"4796"|"2185"|"OK"
"1641"|"1641"|"1941 W Thomas St, Chicago, IL 60622, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"3892"|"1588"|"OK"
"1642"|"1642"|"942 N LaSalle Dr, Chicago, IL 60610, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"9243"|"1295"|"OK"
"1643"|"1643"|"735 N Pine Ave, Chicago, IL 60644, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"8864"|"2733"|"OK"
"1644"|"1644"|"4157 W Wilcox St, Chicago, IL 60624, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"17340"|"2841"|"OK"
"1645"|"1645"|"155 S Kedzie Ave, Chicago, IL 60612, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"6012"|"1511"|"OK"
"1646"|"1646"|"1447 W Harrison St, Chicago, IL 60607, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"11135"|"2008"|"OK"
"1647"|"1647"|"1523 S Lawndale Ave, Chicago, IL 60623, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"9243"|"2783"|"OK"
"1648"|"1648"|"3530 W 30th St, Chicago, IL 60623, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"11111"|"3042"|"OK"
"1649"|"1649"|"2240 S Ashland Ave, Chicago, IL 60608, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"9562"|"1643"|"OK"
"1650"|"1650"|"243 S Wabash Ave, Chicago, IL 60604, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"8489"|"1508"|"OK"
"1651"|"1651"|"1821 S Prairie Ave, Chicago, IL 60616, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"11721"|"2110"|"OK"
"1652"|"1652"|"2825 S Princeton Ave, Chicago, IL 60616, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"12804"|"2513"|"OK"
"1653"|"1653"|"3200 S Calumet Ave, Chicago, IL 60616, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"14380"|"1990"|"OK"
"1654"|"1654"|"3936 S Lake Park Ave, Chicago, IL 60653, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"16336"|"2950"|"OK"
"1655"|"1655"|"231 W 47th St, Chicago, IL 60609, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"16133"|"1811"|"OK"
"1656"|"1656"|"347 E 45th St, Chicago, IL 60653, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"16308"|"2048"|"OK"
"1657"|"1657"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"17880"|"2534"|"OK"
"1658"|"1658"|"5626 S Calumet Ave, Chicago, IL 60637, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"18654"|"2349"|"OK"
"1659"|"1659"|"5534 S Dorchester Ave, Chicago, IL 60637, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"20158"|"3213"|"OK"
"1660"|"1660"|"6349 S Kimbark Ave, Chicago, IL 60637, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"21884"|"3572"|"OK"
"1661"|"1661"|"7330 S Merrill Ave, Chicago, IL 60649, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"23923"|"3167"|"OK"
"1662"|"1662"|"347 E 85th St, Chicago, IL 60619, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"25633"|"3216"|"OK"
"1663"|"1663"|"1559 E 83rd St, Chicago, IL 60619, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"25820"|"3637"|"OK"
"1664"|"1664"|"8473 S Commercial Ave, Chicago, IL 60617, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"30370"|"4259"|"OK"
"1665"|"1665"|"9101 S Clyde Ave, Chicago, IL 60617, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"26770"|"3367"|"OK"
"1666"|"1666"|"8 E 103rd Pl, Chicago, IL 60628, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"28290"|"3356"|"OK"
"1667"|"1667"|"E 104th St, Chicago, IL 60628, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"30558"|"4154"|"OK"
"1668"|"1668"|"41.6906385662062,-87.5698357426607"|"41.9226789514424,-87.6991063254002"|"ZERO_RESULTS"|"ZERO_RESULTS"|"ZERO_RESULTS"
"1669"|"1669"|"10347 S Ewing Ave, Chicago, IL 60617, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"32716"|"4447"|"OK"
"1670"|"1670"|"3147 S Brandon Ave, Chicago, IL 60633, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"43722"|"5866"|"OK"
"1671"|"1671"|"12119 S Parnell Ave, Chicago, IL 60628, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"33092"|"4276"|"OK"
"1672"|"1672"|"5633 W 53rd St, Chicago, IL 60638, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"27006"|"3071"|"OK"
"1673"|"1673"|"4516 S Karlov Ave, Chicago, IL 60632, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"24933"|"3356"|"OK"
"1674"|"1674"|"4186 S Archer Ave, Chicago, IL 60632, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"13261"|"3251"|"OK"
"1675"|"1675"|"3519 S Wolcott Ave, Chicago, IL 60609, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"17115"|"1902"|"OK"
"1676"|"1676"|"3204 S Lituanica Ave, Chicago, IL 60608, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"12480"|"2230"|"OK"
"1677"|"1677"|"1330 W 47th St, Chicago, IL 60609, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"14980"|"2764"|"OK"
"1678"|"1678"|"5505 S Komensky Ave, Chicago, IL 60629, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"24005"|"2499"|"OK"
"1679"|"1679"|"4132 W 68th St, Chicago, IL 60629, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"26933"|"3728"|"OK"
"1680"|"1680"|"6655 S Francisco Ave, Chicago, IL 60629, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"24483"|"2831"|"OK"
"1681"|"1681"|"1630 W 65th St, Chicago, IL 60636, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"24147"|"2943"|"OK"
"1682"|"1682"|"6407 S Union Ave, Chicago, IL 60621, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"22217"|"2557"|"OK"
"1683"|"1683"|"7232 S King Dr, Chicago, IL 60619, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"22126"|"2981"|"OK"
"1684"|"1684"|"3451 W Columbus Ave, Chicago, IL 60652, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"30940"|"4734"|"OK"
"1685"|"1685"|"8228 S Throop St, Chicago, IL 60620, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"26180"|"3838"|"OK"
"1686"|"1686"|"9916 S Hoyne Ave, Chicago, IL 60643, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"33117"|"4760"|"OK"
"1687"|"1687"|"1001 W 97th St, Chicago, IL 60643, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"28922"|"3885"|"OK"
"1688"|"1688"|"10901 S Lawndale Ave, Chicago, IL 60655, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"36324"|"5036"|"OK"
"1689"|"1689"|"1836 W Montvale Ave, Chicago, IL 60643, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"32372"|"4315"|"OK"
"1690"|"1690"|"1309 W Early Ave, Chicago, IL 60660, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"11535"|"3243"|"OK"
"1691"|"1691"|"5833 W 62nd St, Chicago, IL 60638, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"28930"|"3393"|"OK"
"1692"|"1692"|"5400 S Francisco Ave, Chicago, IL 60632, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"16052"|"3897"|"OK"
"1693"|"1693"|"O'Hare, Chicago, IL, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"26189"|"4103"|"OK"
"1694"|"1694"|"7112 W Talcott Ave, Chicago, IL 60631, USA"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"13123"|"1590"|"OK"
"1695"|"1695"|"9130 S University Ave, Chicago, IL 60619, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"29548"|"5089"|"OK"
"1696"|"1696"|"600 E 130th St, Chicago, IL 60628, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"42379"|"7665"|"OK"
"1697"|"1697"|"7020 N Ashland Blvd, Chicago, IL 60626, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"23843"|"5113"|"OK"
"1698"|"1698"|"6608 N Rockwell St, Chicago, IL 60645, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"13983"|"4300"|"OK"
"1699"|"1699"|"4617 N Kenmore Ave, Chicago, IL 60640, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"18588"|"4135"|"OK"
"1700"|"1700"|"5145 N Claremont Ave, Chicago, IL 60625, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"11677"|"3538"|"OK"
"1701"|"1701"|"3608 N Leavitt St, Chicago, IL 60618, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"8670"|"3093"|"OK"
"1702"|"1702"|"1041 W Newport Ave, Chicago, IL 60657, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"10658"|"3520"|"OK"
"1703"|"1703"|"2222 N Halsted St, Chicago, IL 60614, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"8787"|"3172"|"OK"
"1704"|"1704"|"6946 N Olcott Ave, Chicago, IL 60631, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"17747"|"4400"|"OK"
"1705"|"1705"|"5382 N Milwaukee Ave, Chicago, IL 60630, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"12493"|"3223"|"OK"
"1706"|"1706"|"6244 N Leroy Ave, Chicago, IL 60646, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"13022"|"3089"|"OK"
"1707"|"1707"|"3786 W Bryn Mawr Ave, Chicago, IL 60659, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"10859"|"3135"|"OK"
"1708"|"1708"|"3719 W Lawrence Ave, Chicago, IL 60625, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"8710"|"2628"|"OK"
"1709"|"1709"|"5416 W Irving Park Rd, Chicago, IL 60641, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"9029"|"2526"|"OK"
"1710"|"1710"|"3801 W Irving Park Rd, Chicago, IL 60618, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"6936"|"2121"|"OK"
"1711"|"1711"|"3632 N Neva Ave, Chicago, IL 60634, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"11239"|"3154"|"OK"
"1712"|"1712"|"2700 N New England Ave, Chicago, IL 60707, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"8076"|"2195"|"OK"
"1713"|"1713"|"2542 N Luna Ave, Chicago, IL 60639, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"5934"|"1714"|"OK"
"1714"|"1714"|"4311 W Fullerton Ave, Chicago, IL 60639, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"3949"|"1617"|"OK"
"1715"|"1715"|"3137 N Christiana Ave, Chicago, IL 60618, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"5393"|"1859"|"OK"
"1716"|"1716"|"2844 W Lyndale St, Chicago, IL 60647, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"4893"|"1818"|"OK"
"1717"|"1717"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"0"|"0"|"OK"
"1718"|"1718"|"1941 W Thomas St, Chicago, IL 60622, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"4395"|"1472"|"OK"
"1719"|"1719"|"942 N LaSalle Dr, Chicago, IL 60610, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"8136"|"2560"|"OK"
"1720"|"1720"|"735 N Pine Ave, Chicago, IL 60644, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"4226"|"1209"|"OK"
"1721"|"1721"|"4157 W Wilcox St, Chicago, IL 60624, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"3249"|"1371"|"OK"
"1722"|"1722"|"155 S Kedzie Ave, Chicago, IL 60612, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"3822"|"1310"|"OK"
"1723"|"1723"|"1447 W Harrison St, Chicago, IL 60607, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"7336"|"2716"|"OK"
"1724"|"1724"|"1523 S Lawndale Ave, Chicago, IL 60623, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"5552"|"2096"|"OK"
"1725"|"1725"|"3530 W 30th St, Chicago, IL 60623, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"8404"|"2458"|"OK"
"1726"|"1726"|"2240 S Ashland Ave, Chicago, IL 60608, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"9745"|"3223"|"OK"
"1727"|"1727"|"243 S Wabash Ave, Chicago, IL 60604, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"11164"|"2451"|"OK"
"1728"|"1728"|"1821 S Prairie Ave, Chicago, IL 60616, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"15033"|"3420"|"OK"
"1729"|"1729"|"2825 S Princeton Ave, Chicago, IL 60616, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"15204"|"3882"|"OK"
"1730"|"1730"|"3200 S Calumet Ave, Chicago, IL 60616, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"17136"|"3543"|"OK"
"1731"|"1731"|"3936 S Lake Park Ave, Chicago, IL 60653, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"20093"|"4828"|"OK"
"1732"|"1732"|"231 W 47th St, Chicago, IL 60609, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"17947"|"2640"|"OK"
"1733"|"1733"|"347 E 45th St, Chicago, IL 60653, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"19064"|"3601"|"OK"
"1734"|"1734"|"4728 S Kimbark Ave, Chicago, IL 60615, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"20600"|"4211"|"OK"
"1735"|"1735"|"5626 S Calumet Ave, Chicago, IL 60637, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"21411"|"3902"|"OK"
"1736"|"1736"|"5534 S Dorchester Ave, Chicago, IL 60637, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"22089"|"4150"|"OK"
"1737"|"1737"|"6349 S Kimbark Ave, Chicago, IL 60637, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"23668"|"4441"|"OK"
"1738"|"1738"|"7330 S Merrill Ave, Chicago, IL 60649, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"26632"|"4720"|"OK"
"1739"|"1739"|"347 E 85th St, Chicago, IL 60619, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"27447"|"3445"|"OK"
"1740"|"1740"|"1559 E 83rd St, Chicago, IL 60619, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"28275"|"5200"|"OK"
"1741"|"1741"|"8473 S Commercial Ave, Chicago, IL 60617, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"30119"|"6133"|"OK"
"1742"|"1742"|"9101 S Clyde Ave, Chicago, IL 60617, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"29480"|"4920"|"OK"
"1743"|"1743"|"8 E 103rd Pl, Chicago, IL 60628, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"30104"|"5466"|"OK"
"1744"|"1744"|"E 104th St, Chicago, IL 60628, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"33016"|"5707"|"OK"
"1745"|"1745"|"41.6906385662062,-87.5698357426607"|"41.8999821907166,-87.7208184888597"|"ZERO_RESULTS"|"ZERO_RESULTS"|"ZERO_RESULTS"
"1746"|"1746"|"10347 S Ewing Ave, Chicago, IL 60617, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"34530"|"6617"|"OK"
"1747"|"1747"|"3147 S Brandon Ave, Chicago, IL 60633, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"45536"|"8046"|"OK"
"1748"|"1748"|"12119 S Parnell Ave, Chicago, IL 60628, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"37137"|"5960"|"OK"
"1749"|"1749"|"5633 W 53rd St, Chicago, IL 60638, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"19266"|"4051"|"OK"
"1750"|"1750"|"4516 S Karlov Ave, Chicago, IL 60632, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"10583"|"3698"|"OK"
"1751"|"1751"|"4186 S Archer Ave, Chicago, IL 60632, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"12487"|"2840"|"OK"
"1752"|"1752"|"3519 S Wolcott Ave, Chicago, IL 60609, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"11343"|"3009"|"OK"
"1753"|"1753"|"3204 S Lituanica Ave, Chicago, IL 60608, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"13536"|"3844"|"OK"
"1754"|"1754"|"1330 W 47th St, Chicago, IL 60609, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"15104"|"4284"|"OK"
"1755"|"1755"|"5505 S Komensky Ave, Chicago, IL 60629, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"12734"|"4090"|"OK"
"1756"|"1756"|"4132 W 68th St, Chicago, IL 60629, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"15651"|"4880"|"OK"
"1757"|"1757"|"6655 S Francisco Ave, Chicago, IL 60629, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"18452"|"4229"|"OK"
"1758"|"1758"|"1630 W 65th St, Chicago, IL 60636, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"26904"|"4496"|"OK"
"1759"|"1759"|"6407 S Union Ave, Chicago, IL 60621, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"24973"|"4110"|"OK"
"1760"|"1760"|"7232 S King Dr, Chicago, IL 60619, USA"|"1031 N Hamlin Ave, Chicago, IL 60651, USA"|"24947"|"5533"|"OK"
